title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
"Pathways towards a carbon-free energy system: Technological advances, policy barriers, and integrated decarbonization strategies",https://www.sciencedirect.com/science/article/pii/S0306261926012043?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Praveen Barmavatu,,,
"Trustworthy digital twins for thermal and energy conversion systems: physics-grounded modeling, uncertainty-aware prediction, and operational decision support",https://www.sciencedirect.com/science/article/pii/S0306261926012316?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Mudhar A. Al-Obaidi,,,
Negative externalities of imported electricity in interconnected power network: mechanism analysis and internalization approach,https://www.sciencedirect.com/science/article/pii/S0306261926012225?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Zhifang Yang,,,
Distribution market operators in transmission-distribution operation coordination under dual-layer uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926012183?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Fushuan Wen,,,
Dynamic characteristics inside proton exchange membrane fuel cell with high-resolution current distribution measurement,https://www.sciencedirect.com/science/article/pii/S0306261926012158?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Xiufang Gong,,,
The critical challenges of energy diversification and environmental sustainability in the European Green Deal: Empirical evidence from European countries,https://www.sciencedirect.com/science/article/pii/S0301421526004519?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-08-01 00:00:00+00:00,,Rana Umair Ashraf,,,
Geopolitical risks and energy prices: Impacts of Russia-Ukraine Conflict1,https://www.sciencedirect.com/science/article/pii/S0301421526004647?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-08-01 00:00:00+00:00,,Hakan Yilmazkuday,,,
A massively parallel CRISPR-based screening platform for modifiers of neuronal depolarization,https://www.nature.com/articles/s41467-026-75882-0,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-75882-0,Martin Kampmann,,"Understanding the complex interplay between gene expression and neuronal activity is crucial for unraveling the molecular mechanisms underlying cognitive function and neurological disorders. Here, we developed pooled screens using CRISPR interference (CRISPRi) and the fluorescent calcium integrator CaMPARI2 to evaluate genetic modifiers of neuronal depolarization. Using this screening method, we evaluated 1343 genes for their effect on depolarization in a human iPSC-derived neuron model, revealing potential links to neurodegenerative and neurodevelopmental disorders. These genes include known regulators of neuronal excitability, such as TARPs and ion channels, as well as genes associated with autism spectrum disorder and Alzheimer’s disease not previously described to affect neuronal depolarization. This CRISPRi-based screening platform offers a versatile tool to uncover molecular mechanisms controlling neuronal function in health and disease.",nature_html
Where the river turns old: urbanized deltas imprint a fossil signature on black carbon exported to the ocean,https://www.nature.com/articles/s41467-026-76202-2,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76202-2,Gan Zhang,,"Black carbon (BC) from biomass burning is a key component of the global carbon cycle, and radiocarbon (14C) age of riverine BC is commonly used to constrain its terrestrial residence time. However, whether 14C-free BC from fossil sources significantly contributes to riverine BC and biases these ages remains unclear. Here, we track dissolved and particulate BC (DBC, PBC) along a river continuum from forested headwaters to an urbanized estuary. This urbanization gradient allows us to distinguish fossil BC from pre-aged biomass-derived BC. We estimate fossil sources contribute 18 ± 3% of DBC and 24 ± 6% of PBC in the urban zone, increasing their apparent 14C ages by 1,475–1,972 and 1,619–2,877 years, respectively. DBC aging is primarily linked to less-condensed aromatics, while PBC aging, especially during the dry season, is driven by highly condensed aromatics. Our findings identify urbanized deltas as critical conduits of fossil BC to the ocean and underscore the importance of incorporating land-use context when interpreting riverine BC 14C ages as estimates of terrestrial residence time.",nature_html
A molecular velcro self-healing cement,https://www.nature.com/articles/s41467-026-76061-x,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76061-x,Carlos A. Fernandez,,"Cracking fundamentally limits the durability of cementitious materials, while most self-healing strategies rely on encapsulated agents or high additive loadings that restrict repeatability, scalability, or mechanical performance. Here we report a cement composite incorporating an ultra-low polymer concentration (",nature_html
Environmental taxation and biofuel production in the EU: Heterogeneous effects across producer scales,https://www.sciencedirect.com/science/article/pii/S0301421526004593?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-08-01 00:00:00+00:00,,Monica Auteri,,,
Corisin induces proteostasis stress to drive epithelial injury and pulmonary fibrosis,https://www.nature.com/articles/s41467-026-76162-7,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76162-7,Esteban C. Gabazza,,"Idiopathic pulmonary fibrosis (IPF) is a progressive, fatal disease lacking clarity on the mechanisms linking epithelial injury to fibrotic remodeling. Here, we identify the microbiota-derived corisin as a potent, multifaceted driver of epithelial injury and pulmonary fibrosis. Leveraging targeted DNA sequencing of bronchoalveolar lavage fluid, we provide the first sequence-based identification of corisin in IPF patients and show that functional depletion of native corisin from patient bronchoalveolar lavage fluid abolishes its proapoptotic activity in alveolar epithelial cells. Synthetic corisin readily penetrates epithelial cells, localizes to mitochondria, and induces apoptosis, cellular senescence, and epithelial–mesenchymal transition, effects validated by single-cell transcriptomic analysis. High-throughput protein-interaction screening identifies the ubiquitin–proteasome system as the primary target, demonstrating that corisin enhances proteasome activity and disrupts epithelial proteostasis. Intracellular expression of native corisin recapitulates these cellular pathologies at concentrations relevant to human disease, confirming its high intrinsic potency. Most critically, transgenic mice constitutively expressing native corisin develop spontaneous, progressive pulmonary fibrosis and exhibit exacerbated injury and increased mortality following bleomycin challenge. Collectively, our findings establish corisin as a microbiota-derived effector that directly couples the collapse of epithelial proteostasis to multimechanistic cell-fate dysregulation and fibrotic remodeling, thereby defining a potent and causal microbial–epithelial axis in the pathogenesis of IPF.",nature_html
When do consumers lose from variable electricity pricing?,https://www.sciencedirect.com/science/article/pii/S0301421526004088?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-08-01 00:00:00+00:00,,Saurabh Amin,,,
The transcription factor C/EBPβ promotes hyperglycemia-elicited glycolysis and liver cancer progression,https://www.nature.com/articles/s41467-026-76209-9,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76209-9,Keqiang Ye,,"Hyperglycemia and its related diseases, such as diabetes, dramatically accelerate cancer progression. However, the underlying mechanisms remain poorly understood, and the development of anticancer therapies based on them has largely stalled. Transcription factor CCAAT/enhancer binding protein beta (C/EBPβ) is strongly associated with glucose metabolic disorders and cancer progression. Here we show that C/EBPβ is significantly upregulated in hepatocellular carcinoma patients previously diagnosed with diabetes. Notably, high glucose activates C/EBPβ transcription via ROS-dependent PERK-eIF2α-ATF4 signaling. Intriguingly, the LAP isoforms of C/EBPβ, but not the LIP isoform, upregulate key glycolytic effectors (GLUT1 and LDHA) and the oncoprotein HRAS, thereby promoting glycolysis and proliferation in liver cancer cells. Remarkably, hyperglycemia-accelerated hepatocellular glycometabolism and hepatocellular carcinoma progression in male mice are greatly prevented by hepatocyte-specific C/EBPβ deletion or Lucicebtide (ST101) treatment, a clinical phase-II C/EBPβ inhibitory peptide. Moreover, human C/EBPβ isoform LAP1 mimics the effect of hyperglycemia to boost hepatocellular glycometabolism and accelerate hepatocellular carcinoma progression. Thus, C/EBPβ is a critical regulator and potential therapeutic target for glucose-fueled cancer progression.",nature_html
LINE-1 insertion intermediates recombine with one another or with DNA breaks to form genome rearrangements,https://www.nature.com/articles/s41467-026-76308-7,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76308-7,Kathleen H. Burns,,"LINE-1 (L1) retrotransposition is common in human cancers and rearrangements at insertion sites can contribute to cancer-driving oncogene amplifications and promote genome instability. However, the mechanisms underlying rearrangements of L1 retrotransposition intermediates are poorly understood. To address this gap, we developed GFP-based recombination reporter assays to study the formation of L1 retrotransposition-mediated rearrangements. Using these reporters combined with long-read sequencing, we find that L1 retrotransposition cDNA intermediates can recombine with distal DNA breaks to generate chromosomal rearrangements. We also find that two independent L1 insertion cDNA intermediates on distinct genomic loci can recombine with each other to generate chromosomal rearrangements. Both types of rearrangements depend on L1-encoded ORF2p endonuclease and reverse transcriptase activities. Using these reporters, we discover that L1 retrotransposition-mediated rearrangements are robustly induced when the recombining sequences share extensive homology and that their formation requires the homologous recombination factor BRCA1. In contrast, we find L1 retrotransposition-mediated rearrangements are suppressed by the mismatch repair factor MSH2 when the recombining sequences contain mismatches. Given the repetitive nature of our genome, these findings highlight the risk of L1 insertion intermediates becoming substrates for aberrant recombination and promoting genome instability.",nature_html
All-small-molecule Hydrogels for Safe and Efficient Photoprotection,https://www.nature.com/articles/s41467-026-75884-y,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-75884-y,Yiwen Li,,"Long-term exposure to ultraviolet (UV) radiation can cause sunburn, skin aging, and skin cancers. Conventional sunscreens typically combine organic UV filters and inorganic particles for photoprotection, yet concerns remain regarding skin penetration, systemic effects, and reactive oxygen species generation. Inspired by natural photoprotective mechanisms in plants, we develop a series of all-small-molecule sunscreen hydrogels based on natural polyphenols through a facile one-pot assembly process. The resulting hydrogels exhibit efficient UV shielding with high sun protection factors, strong bioadhesion, antioxidant and antibacterial activities, high visible-light transmittance, and low skin penetration tendency. The hydrogels also demonstrate good environmental stability and effective photoprotection in both mice and Bama miniature pigs. This work highlights the potential of bioinspired all-small-molecule assemblies for efficient and safe photoprotection.",nature_html
Operando investigation of current density distribution in a large-area vanadium redox flow battery,https://www.sciencedirect.com/science/article/pii/S0306261926012134?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-08-01 00:00:00+00:00,,Cong Yin,,,
Ruxolitinib prevents irreversible autoimmune endocrinopathies in APECED,https://www.nature.com/articles/s41467-026-76285-x,,Nature Communications,2026-08-01 00:00:00+00:00,10.1038/s41467-026-76285-x,Michail S. Lionakis,,"Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED/APS-1) is a monogenic disorder of failed central tolerance. Interferon-γ-driven inflammation in APECED underlies multiorgan autoimmunity and chronic mucocutaneous candidiasis and is targetable with JAK1/2 inhibition. Whether early cytokine blockade can avert irreversible endocrine failure is currently unknown. Here, we describe two individuals with APECED who developed evolving autoimmune hypoparathyroidism and hypergonadotropic hypogonadism. Treatment with the JAK1/2 inhibitor ruxolitinib halted progression and reversed biochemical and clinical abnormalities, preserving parathyroid and gonadal function. These findings provide clinical evidence that timely JAK-STAT pathway inhibition can intercept evolving endocrine autoimmunity in APECED. More broadly, they advance a disease-interception paradigm in which early, pathway-directed cytokine blockade may alter the natural history of autoimmune endocrinopathies.",nature_html
Real‐Space Mapping of Emergent Correlated Electronic States With Scanning SQUID Microscopy,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74406?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 09:44:43+00:00,10.1002/adma.74406,Hongtao Yuan,,"ABSTRACT
                  
                    Scanning superconducting quantum interference device (SQUID) microscopy provides ultrahigh magnetic field sensitivity and has emerged as a powerful real‐space probe for correlated quantum phenomena in condensed matter. By reducing the superconducting loop to submicron regime, scanning SQUID microscopy achieves magnetic field sensitivities on the order of ≈10 nT Hz
                    −1/2
                    while simultaneously enabling spatial resolution below 50 nm, allowing direct visualization of local magnetic textures and current distributions. Unlike the conventional SQUID measurements that can only probe spatially averaged magnetic responses of bulk samples, the scanning‐probe technique enables the detection of tiny, spatially inhomogeneous magnetic signals associated with emergent electronic states. This review focuses on recent progress in applying scanning SQUID microscopy to topological materials, magnetic systems, and unconventional superconductors, with an emphasis on the underlying mechanisms that can be uniquely revealed by real‐space magnetic imaging based on scanning SQUIDs. We discuss how scanning SQUID measurements have revealed phenomena that are inaccessible to bulk probes, including chiral edge currents in topological insulators, coexistence/competition between superconductivity and ferromagnetism, and anomalous flux quantization in multiband superconductors. Finally, we outline the future directions and challenges of scanning SQUID, with particular focuses on understanding correlated quantum phenomena and guiding the design of quantum information devices.",crossref
Bioinspired Subnanowire‐Based Optical Devices With Programmable Polarization Irisations Through Photocuring 3D Printing,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74381?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 09:50:38+00:00,10.1002/adma.74381,Xun Wang,,"ABSTRACT
                  
                    The fabrication of photocrosslinkable subnanowires (SNWs) suitable for bioinspired photocurable 3D printing has not been realized. Moreover, constructing SNW‐based optical devices that integrate optical rotation (OR) and birefringence (BF) remains a significant challenge. Here, the photocrosslinkable Tri‐MPT@GdOOH SNW (
                    1
                    ) with tunable chirality was synthesized via in‐situ ligand exchange and covalent modification. Inspired by Bouligand architecture and optical properties of scarab cuticles, the
                    1
                    ‐based levorotatory assembly was employed to fabricate a SNW‐based hybrid gel (
                    1a
                    ) through photocuring 3D printing. The resulting material exhibits a well‐defined layered structure, an ultrahigh compressive strength of 155.89 MPa, excellent stability, and pronounced left‐handed chirality, with a 1.03 × 10
                    −3
                     g‐factor. The
                    1a
                    ‐based waveplate demonstrates a strong synergistic effect between left‐handed OR and stress‐induced BF. Specifically, it achieves remarkable specific rotations of 2042, 1545, and 1410
                     
                    mL/(g·dm) under 405, 520, and 650 nm lasers, respectively, and a BF index of 2.28 × 10
                    −4
                    . Furthermore, a series of
                    1a
                    ‐based meta‐optical arrays and bioinspired 3D optical devices (
                    2‐12
                    ) with tunable architectures and polarization irisations were successfully fabricated, which exhibit significant application potential in optical information security. This work presents a representative case for the fabrication of photocrosslinkable SNWs and highlights the promising application prospect of bioinspired SNW‐based optical devices.",crossref
Reversibly Cross‐Linked Damage‐Tolerant Polymers Breaking the Strength–Stretchability Trade‐Off,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74424?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 09:54:03+00:00,10.1002/adma.74424,Junqi Sun,,"ABSTRACT
                  
                    Polymers that combine exceptional stretchability with high mechanical robustness are essential for advanced applications. To ensure their reliability, it is critical to integrate damage tolerance, which suppresses crack propagation and prevents catastrophic failure under extreme deformation. However, overcoming the intrinsic trade‐off between stretchability and strength remains a formidable challenge in polymer science, particularly when damage tolerance is also required. Here, we show the scalable fabrication of super‐stretchable polymers exhibiting exceptional mechanical robustness and remarkable damage tolerance, achieved by cross‐linking soft polymer chains through synergistic urea‐based hydrogen bonding and hydrophobic interactions. These polymers exhibit record‐high elongations up to ∼100,000 times their original length while maintaining an extensional true stress of 35.0 MPa at a strain of 33.6, and an extraordinary fracture energy exceeding 374.8 kJ m
                    −2
                    . The extreme stretchability of these polymers arises from the successive breakage, chain slippage, and reformation of noncovalent cross‐links. Meanwhile, mechanical robustness and pronounced strain hardening are sustained by a strain‐induced transition of urea hydrogen bonds from double to quadruple configurations, together with the progressive orientation of polymer chains. These reversibly cross‐linked polymers, featuring intrinsic self‐healing and reprocessability, open broad opportunities for extremely deformable polymer materials where robustness, reliability, and sustainability are paramount.",crossref
Recent Advances in Interfacial Chemistry for Solid‐State Lithium–Sulfur Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74405?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 09:57:01+00:00,10.1002/adma.74405,Zheng‐Long Xu,,"ABSTRACT
                  
                    All‐solid‐state Lithium–sulfur batteries (ASSLSBs) have emerged as a highly promising candidate for next‐generation energy storage systems, featuring a unique combination of earth‐abundant sulfur cathodes, high‐capacity lithium metal anodes, and nonflammable solid‐state electrolytes (SSEs). These components collectively circumvent the energy density limitations (&lt;300 Wh kg
                    −1
                    ) and safety concerns for the conventional liquid electrolyte‐based lithium‐ion batteries. However, the high impedances at the SSEs/electrode interfaces, at both Li anodes and sulfur cathodes, impede efficient charge transfer and Li stripping/plating kinetics, indicating a critical bottleneck. This review focuses on the mechanistic dynamics governing these solid‐state interfaces. We provide an in‐depth analysis of the origin and evolution of SSEs/electrode interfaces and their impact on the electrochemical performance. Furthermore, we systematically evaluate state‐of‐the‐art strategies for deciphering solid‐state sulfur conversion reactions and Li plating/stripping processes, as well as for enhancing the interfacial stability and reaction kinetics. Finally, we examine the gap between current achievements in laboratories and the industrial requirements for practical ASSLSBs, followed by actionable perspectives. This review is expected to provide valuable insights for solid‐state battery community and facilitate the realization of high‐performance ASSLSBs.",crossref
Synergistic Crystallization Regulation by Substituent Electronic Effects of Polyfluoroarenes Toward Large Area Perovskite Solar Module Fabrication,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74469?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 10:02:21+00:00,10.1002/adma.74469,Qiang Peng,,"ABSTRACT
                  
                    Achieving uniform and high‐quality perovskite crystallization across large substrates is a prerequisite for transitioning perovskite solar cells (PSCs) from laboratory scale to industrial production. Herein, we systematically regulate perovskite crystallization kinetics by using polyfluoroarene molecules featured with distinct electronic effects. We demonstrate that 3,4,5‐trifluorobenzonitrile (TFBN) containing a strong electron‐withdrawing cyano group creates an electron‐deficient conjugation system. This configuration enhances anion‐π interactions with I
                    −
                    and forms strong coordination with Pb
                    2+
                    framework. Synergizing with intermolecular hydrogen bonding, TFBN increases the effective nucleation barrier, converting rapid nucleation into a controlled, uniform growth process. Consequently, this multidimensional regulation yields pinhole‐free perovskite films with significantly suppressed non‐radiative recombination. The TFBN‐optimized small area device (aperture area: 0.09 cm
                    2
                    ) achieves a champion power conversion efficiency (PCE) of 27.01% along with a low non‐radiative voltage loss of only 55 mV. Furthermore, we demonstrate excellent scalability, achieving PCEs of 25.56% for 1 cm
                    2
                    (aperture area) cells, 24.51% for 14.63 cm
                    2
                    (active area) modules, and 21.05% for 58.51 cm
                    2
                    (active area) modules, respectively. Moreover, the resulting devices exhibit improved long‐term operational stability under maximum power point tracking and thermal stress. Overall, this synergistic regulation approach provides molecular‐level design principles for scalable fabrication of efficient and durable perovskite photovoltaics.",crossref
Amphiphilic Diketopyrrolopyrrole Polymers Enable Intrinsic Selective Perchlorate Transduction in Organic Electrochemical Transistors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74401?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 10:04:30+00:00,10.1002/adma.74401,Satish Patil,,"ABSTRACT
                  
                    Controlling ion‐specific interactions in organic mixed ionic–electronic conductors (OMIECs) remains a major challenge for high‐gain electrochemical sensors, particularly in aqueous environments where detection of emerging contaminants such as perchlorate (ClO
                    4
                    −
                    ) is limited by ion hydration dynamics and sluggish volumetric electrochemical doping. Herein, we report a membrane‐free organic electrochemical transistor (OECT) platform based on a fully methoxylated diketopyrrolopyrrole (DPP)‐based amphiphilic copolymer. Backbone methoxylation promotes preferential volumetric electrochemical doping by perchlorate ions, enabling efficient bulk polaron stabilization. Consequently, the fully methoxylated polymer exhibits a five‐fold increase in volumetric charge (
                    
                      Q
                      V
                    
                     = 32 C cm
                    −
                    3
                    ) and a four‐fold enhancement in doping level (
                    y
                     = 0.38) relative to its non‐methoxylated analogue. Integrated into OECTs, the material delivers a 300‐fold improvement in detectivity, achieving detection limits of 22 ± 1 ppb in pristine electrolyte and 37 ± 2 ppb in a mixed‐ion background containing 5 mM each of F
                    −
                    , Cl
                    −
                    , NO
                    3
                    −
                    , SO
                    4
                    2−
                    , and ClO
                    3
                    −
                    . Mixed‐interference studies demonstrate ∼12‐fold selectivity for perchlorate with 83% signal recovery, while control experiments and impedance spectroscopy reveal an auxiliary glycol effect, in which backbone methoxylation and glycol side chains cooperatively facilitate efficient bulk doping. These findings establish backbone functionalization as an effective strategy for realizing selective, membrane‐free OMIEC‐based chemical sensors.",crossref
Escaping the Scaling Relationships in Oxygen Reduction Catalysis: Implications for PEM Fuel Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74321?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 10:07:30+00:00,10.1002/adma.74321,Maryam Khaleel,,"ABSTRACT
                  The growing interest in the hydrogen economy has sparked renewed interest in proton exchange membrane fuel cells (PEMFCs); however, the high cost and limited supply of noble metals like platinum remain a major obstacle to their widespread use. A primary bottleneck is the electrochemical oxygen reduction reaction (ORR) owing to its complex, multi‐intermediate pathway constrained by fundamental scaling relationships that limit the performance of even the most effective catalysts. Herein, we argue that interfacial heterogeneity, integrating symmetry‐breaking perturbations that span the subsurface lattice, the chemisorption layer, and the near‐interface solvation volume, provides the mechanistic basis for decoupling the adsorption energetics of ORR intermediates and overcoming these linear scaling relationships. This outlook critically examines recent strategies pursued to this end, including strain engineering, atomically dispersed sites, doping, interfacial field effects, and confinement, that modulate intermediate energetics to varying degrees, yet full thermodynamic decoupling remains elusive in practice. We, therefore, contend that the most promising path forward lies in engineering the interface holistically, integrating the lattice, chemisorption, and solvation contributions rather than tuning any one in isolation, while co‐optimizing for durability and transport dynamics in order to translate these mechanistic insights into practical PEMFCs.",crossref
Zwitterionic Interlayer‐Directed Submicrometer Self‐Assembly for Efficient Vacuum‐Deposited Near‐Infrared Perovskite LEDs,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74417?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 10:12:39+00:00,10.1002/adma.74417,Chuluo Yang,,"ABSTRACT
                  
                    Vacuum‐deposited perovskite emitters provide precise control over thickness and composition, making them inherently compatible with established organic light‐emitting diode evaporation infrastructure. However, vacuum deposition suffers from limited crystallization control compared with solution processing, which usually results in suboptimal device performance. The external quantum efficiency (EQE) of near‐infrared vacuum‐deposited perovskite LEDs remains approximately 10%. In particular, vacuum‐deposited 3D perovskites typically undergo rapid nucleation and poor crystal growth, leading to defect‐rich films with low photoluminescence quantum efficiencies (PLQEs). Although various passivation strategies have been explored to mitigate defect densities, the underlying growth processes and crystallization mechanisms under vacuum‐deposition conditions remain insufficiently understood. Here we demonstrate an interlayer‐directed crystallization strategy in a sequential vacuum deposition process, where a zwitterionic interlayer, 5‐aminovaleric acid (5AVA), directs the self‐assembly of perovskite precursors into oriented submicron‐scale domains. This approach produces high‐quality perovskite films with significantly enhanced PLQE and improved morphology. Perovskite light‐emitting diode (PeLED) fabricated via this route achieves a record EQE of 16.6% with a high radiance of 224 W sr
                    −
                    1
                    m
                    −
                    2
                    . These findings establish interlayer‐directed crystallization as a promising strategy for efficient vacuum deposited PeLEDs, showing potential in industrial evaporation technologies.",crossref
Prolonging the Triplet Excited‐State Lifetime via Tandem Through‐Space Conjugation in Tetracationic Cyclophanes for Efficient Metal‐Free Photoredox Catalysis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74393?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-01 10:15:22+00:00,10.1002/adma.74393,Gang He,,"ABSTRACT
                  
                    Prolonging the triplet excited‐state lifetime is essential for developing efficient photocatalytic systems. Herein, a series of viologen‐based cyclophane derivatives (
                    2
                    ,
                    6
                    , and
                    8
                    ) featuring TSC were designed and synthesized, with TSC‐boxes
                    6
                    and
                    8
                    incorporating a unique combination of cyclophane structures and TSC units. Compared with
                    2
                    and
                    6
                    , which possess only a single TSC unit, TSC‐box
                    8
                    with a tandem TSC structure exhibits enhanced spin‐orbit coupling and a narrower singlet‐triplet energy gap. These attributes endow TSC‐box
                    8
                    with favorable photoelectric properties, including photoluminescence and an apparent one‐step four‐electron redox behavior. Nanosecond transient absorption spectroscopy revealed efficient formation of the triplet excited state, prolonging the triplet excited‐state lifetime, thereby enabling effective generation of O
                    2
                    •−
                    and •OH. As a photocatalyst, TSC‐box
                    8
                    efficiently mediates metal‐free photoredox catalysis, affording benzimidazole derivatives in up to 99% yield and enabling the selective oxidation of toluene to benzaldehyde within 1 h (yield: 90%, conversion: 96%) and to benzoic acid within 5 h (yield: 97%, conversion: 98%). This work provides a strategic approach to designing long‐lived triplet excited‐state systems for metal‐free photocatalysis.",crossref
